# Default glossary of the lotsawa skill (Czech). To change terminology for your project,
# copy this file to the project root and edit the copy; a same-name file there overrides this one.
# ONE glossary for all texts, not split by cycle. Authority: published Czech translations
# (arbitration by comparing variant counts across them). A cycle's folder is a batch of work,
# not a scope for terminology — there is no per-cycle glossary; a term's line records its
# provenance, but validity is always global.
# Columns: tib \t wylie \t target \t stem \t status \t note
#   tib    = Tibetan
#   wylie  = Wylie transliteration
#   target = target-language rendering
#   stem   = shortest invariant prefix used for drift checks; if empty the full target
#            string is used — non-inflecting languages may leave it empty
#   status = fixed = binding, enforced by `lotsawa.py glossary --check`
#            prov  = provisional, sent to translators but not enforced
#            open  = undecided, not sent to translators
#   note   = attestation count or explicit justification; required for fixed
#
# stem: the SHORTEST invariant prefix (Czech palatalizes: pohřebiště/pohřebišť).
#        Terms whose target-language solution is a verb, or legitimately alternates
#        with a paraphrase, belong in prov — they cannot be enforced.
#        The stem must be DISCRIMINATING: it must not also match a rejected variant.
#        For multi-word terms, pick the word that distinguishes the variants — "tvůrc",
#        not "překáž" (that also matches the wrong "překážeči"; this bug survived
#        checks for years because of it).
# TIBETAN KEY must be just as discriminating as the stem: a short syllable also
#        matches its compounds with a different meaning, and `check` then produces
#        noise in every text. Attested twice:
#        ཐུགས (matches thugs rje = compassion, thugs ka = heart) → narrowed to བླ་མའི་ཐུགས;
#        ཐུན (matches thun mong = ordinary, thun mthar = end of session) → to ཐུན་གྱིས.
#        When a syllable has several meanings, key the whole phrase, not the syllable.
# fixed = ATTESTED IN PUBLISHED CZECH TRANSLATIONS; the occurrence count goes in note.
#        Without support in published Czech translations → prov, or fixed with an explicit
#        justification for why the term cannot appear there. Support is verified by
#        grepping, not by impression.
#
# --- jména a klíčové postavy (provenience Pudri Rekpung / Vadžrakilája)
གསལ	gsal	jasný	jasn	prov	učitel: clear | klar
གསང་སྒྲུབ	gsang sgrub	tajná praxe	prax	prov	učitel: secret practice | geheime Praxis — Kagyü Terminologie, geheime Yidam-Praxis
གསེར་གླིང	gser gling	zlatý ostrov	ostrov	prov	učitel: gold island | Goldinsel — Gleichnis: Ort, wo keine gewöhnl. Steine zu finden sind
གསེར་སྐྱེམས	gser skyems	zlatý nápoj	nápoj	prov	učitel: Golden Libation | Goldener Trank; alt: zlatá úlitba
གཤིས	gshis	základní povaha	povah	prov	učitel: fundamental nature | grundlegende Natur — gleichbedeutend mit ngo bo
གསོལ་མཆོད	gsol mchod	prosebná obětina	obětin	prov	učitel: supplication offering | Bittopferung
གསུང	gsung	řeč	řeč	prov	učitel: vāk, buddha speech | (Buddha-)Rede; alt: řeč buddhů
གཏད་ཁྲམ	gtad khram	prokletí	proklet	prov	učitel: hex, magical attack | Verhexung; alt: magický útok
གཏན་ལ་དབབ་པ	gtan la dbab pa	dospět k definitivnímu pochopení	dosp	prov	učitel: to arrive at a definitive understanding | zu einem wirklichen Verständnis gelangen
གཏི་མུག	gti mug	tupost	tupost	prov	učitel: moha, dull stupidity | blöde Dumpfheit; alt: zaslepenost, moha
གཙིགས་པ	gtsigs pa	cenit tesáky	cen	prov	učitel: to bare fangs | (die Fangzähne) blecken
གཏུམ་མོ	gtum mo	tummo	tummo	prov	učitel: caṇḍālī, fierce heat | Caṇḍālī; alt: čandálí, vnitřní žár
གུང་ཚིགས	gung tshigs	polední přestávka	přestáv	prov	učitel: noon break, midday session break | Mittagspause
གུས་པ	gus pa	úcta	úct	prov	učitel: respect | Respekt
གབ༹འུ	gva'u	amuletová schránka	schrán	prov	učitel: amulet container | Amulettkugel — als Gefäß aus Sonne und Mond im Herzen der Gottheit
གཞན་དབང	gzhan dbang	závislá přirozenost	přirozenost	prov	učitel: paratantra, dependent nature | abhängige Natur
གཞི	gzhi	základ	základ	prov	učitel: ground, basis of being | Seinsgrund, Grund(lage); alt: základ bytí
གཞི་བདག	gzhi bdag	místní božstvo	božstv	prov	učitel: local deity | Ortsgottheit
གཞི་དང་སྙིང་པོ་མེ་ཏོག་གིས་བརྒྱན་པ	gzhi dang snying po me tog gis brgyan pa	Kusumatalagarbhavjúhálankára	Kusumatal	open	učitel: Kusumatalagarbhavyuhalankara | Kusumatalagarbhavyuhalankara — nirmanakaya realm of buddha Vairocana
གཞིའི་ཆོས་སྐུ	gzhi'i chos sku	dharmakája základu	dharmakáj	prov	učitel: ground dharmakaya | Seinsgrund-Dharmakaya
གཞིར་བཞེངས	gzhir bzhengs	ustavený v základu	ustaven	prov	učitel: established in the ground | im Grund gestaltet
གཞུང	gzhung	kořenový text	text	prov	učitel: root text | Wurzeltext
གཟུང་འཛིན	gzung 'dzin	uchopující a uchopované	uchop	prov	učitel: grasper and grasped, subject and object | das greifende Subjekt und das ergriffene Objekt; alt: subjekt a objekt
ཧ་རེ་བ	ha re ba	hledět do prostoru	hled	prov	učitel: gazing into space | Schauen in den Raum
ཧད་དེ་བ	had de ba	překvapený úžas	úžas	prov	učitel: surprised astonishment | überraschtes Erstaunen
ཧོṃ་ཟོར	hoṃ zor	hom zor	hom zor	prov	učitel: magical weapon | magische Waffe; alt: magická zbraň
འཇོག་པ༏་བཞག་པ	'jog pa; bzhag pa	usadit se; spočívat	usad	prov	učitel: to settle; to rest | niederlassen; ruhen — ruhen = niedergelassen haben; Perf.
འཇོམས་པ	'joms pa	přemoci	přem	prov	učitel: to subdue, conquer | bezwingen, besiegen; alt: zdolat, porazit
ཀ་དག	ka dag	prapůvodně čistý	prapůvodn	prov	učitel: primordially pure | alpha-rein
ཁམ་མཆུ	kham mchu	pomluva	pomluv	prov	učitel: defamation | Verleumdung
ཁམས	khams	smyslové základy	základ	prov	učitel: dhātu, twelve sense bases | 12 Sinnesbasen — Basis, Dhatu; alt: dhátu
འཁོན་འཐབ	'khon 'thab	nepřátelství a svár	nepřátelství	prov	učitel: enmity and strife | Feindschaft und Streit
འཁོར	'khor	družina	družin	prov	učitel: retinue, entourage | Gefolge, Umfeld; alt: doprovod
འཁོར་བ་དོང་ནས་སྤྲུགས་པ	'khor ba dong nas sprugs pa	otřást samsárou v jejích hlubinách	otřás	prov	učitel: to shake saṃsāra to its depths | Samsara in seiner Tiefe erschüttern
འཁོར་བ་དོང་སྤྲུགས་པ	'khor ba dong sprugs pa	otřesení samsáry v jejích hlubinách	otřes	prov	učitel: shaking saṃsāra to its depths | den Daseinskreislauf in seiner Tiefe erschüttern
འཁོར་འདས་རུ་ཤན	'khor 'das ru shan	rozlišení samsáry a nirvány	rozliš	prov	učitel: separating saṃsāra and nirvāṇa | das Unterscheiden von Samsara und Nirwana — die Grenze dazwischen klar machen
ཁོར་ལོ	khor lo	čakra	čakr	prov	učitel: chakra | Chakra; alt: kolo
ཁྲག་འཐུང	khrag 'thung	pijan krve	pijan	prov	učitel: blood-drinker (Heruka) | Bluttrinker (Heruka); alt: krvepijec
ཁྲེགས་ཆོད	khregs chod	trekčhö	trekčhö	prov	učitel: Cutting Through | Durchtrennen der Härte — von Subjekt und Objekt, vgl. Lama Tendzin Sampel; alt: proseknutí tvrdosti
ཁྲོ་བོ་བཅུ	khro bo bcu	deset hněvivých	hněviv	prov	učitel: the ten wrathful ones | die zehn Zornvollen
འཁྲུལ་འཁོར	'khrul 'khor	thrülkhor	thrülkhor	prov	učitel: Thrülkhor | Thrülkhor
འཁྲུལ་རྟོག	'khrul rtog	zmatené myšlenky	myšlen	prov	učitel: deluded thoughts | verwirrte Gedanken — im Kommentar häufig
ཁྲུས	khrus	omytí	omyt	prov	učitel: ablution | Waschung; alt: obmytí
ཁྱབ་བདག	khyab bdag	všeobjímající pán	pán	prov	učitel: universal lord | alles umspannenden Herrn
ཁྱབ་བརྡལ	khyab brdal	prostupující a rozprostřený	prostup	prov	učitel: pervading and expansive | durchdringend (und) ausgedehnt — auch gdal
ཁྱབ་པ	khyab pa	prostoupení	prostoup	prov	učitel: pervading, pervasion | Durchdringung
ཁྱེར་སོ་གསུམ	khyer so gsum	trojí přinášení	přináš	open	učitel: the threefold bringing | das dreifache Bringen; alt (dup row): trojí praxe
ཀླ་ཀློ	kla klo	barbar	barbar	prov	učitel: barbarian | Barbar
ཀུན་བརྟགས	kun brtags	přisouzená přirozenost	přirozenost	prov	učitel: parikalpita, imputed nature | zugeschriebene Natur
ཀུན་འབྱུང་གི་བདེན་པ	kun 'byung gi bden pa	pravda o vznikání	pravd	prov	učitel: truth of origins | die Wahrheit des Entstehens; alt: pravda o původu
ཀུན་གཞི	kun gzhi	vědomí základu všeho	vědom	prov	učitel: ālaya, universal ground consciousness | Allgrund-Bewusstsein; alt: álaja
ཀུན་རྫོབ	kun rdzob	konvenční	konvenčn	prov	učitel: saṃvṛti, conventional | herkömmlich(-verdeckend); alt: zastírající
ལམ་དུ་ཁྱེར་བ	lam du khyer ba	vzít jako cestu	vz	prov	učitel: to take as the path | als Pfad nehmen
ལན་ཆགས	lan chags	karmičtí dlužníci	dlužní	prov	učitel: karmic debtors | Karma-Schuldnern
ལས་བྱང	las byang	příručka aktivity	příruč	prov	učitel: activity manual | Aktivitätsmanual; alt: manuál aktivity
ལས་འདས་པ	las 'das pa	přesáhnout	přesáh	prov	učitel: to transcend, go beyond | übersteigen, darüber hinausgehen; alt: jít za
ལས་རབ་རྫོགས་པའི་ཞིང	las rab rdzogs pa'i zhing	říše dokonale dovršené aktivity	říš	prov	učitel: Karmaprasiddhi, realm of perfectly accomplished activity | Buddha-Bereich der Vollständig Vollkommen Aktivität — Karmaprasiddhi
ལྷ	lha	božstvo	božstv	prov	učitel: deity | Gottheit
ལྷག	lhag	ztráta slibů	ztrát	prov	učitel: loss of vows | Verlust — von Gelübden der individuellen Befreiung
ལྷག་མཐོང	lhag mthong	vhled	vhled	prov	učitel: insight | Einsicht; alt: vipašjana
ལྷག་པའི་ལྷ་མཆོག	lhag pa'i lha mchog	nejvyšší přesahující božstvo	božstv	prov	učitel: supreme transcendent deity | Höchste überragende Gottheit
ལྷན་ཅིག་སྐྱེས	lhan cig skyes	současně vznikající	vznik	prov	učitel: coemergent | zugleich entstehend; alt: spoluvznikající
ལོ་ནད	lo nad	neúroda	neúrod	prov	učitel: crop disease, bad harvest | Missernte
ལྟུང་བྱེད	ltung byed	pád se ztrátou slibu	pád	open	učitel: downfall with forfeiture | Verfall mit Aufgeben — von Gelübden der individuellen Befreiung; alt: prohřešek
ལུ་གུ་རྒྱུད	lu gu rgyud	řetěz	řetěz	prov	učitel: chain | Kette
ལུགས	lugs	tradice	tradic	prov	učitel: tradition | Tradition
ལུགས་འབྱུང་ཡས་བབས	lugs 'byung yas babs	sestupný postup vpřed	postup	open	učitel: descending forward progression | absteigenden Vorwärtsentwicklung — Abwärtsbewegung der Freuden bei der Tummo Praxis
ལུགས་ལྡོག་མས་བརྟན	lugs ldog mas brtan	vzestupný postup vzad	postup	open	učitel: ascending backward progression | aufsteigenden Rückwärtsentwicklung — Aufwärtsbewegung der Freuden bei der Tummo Praxis
མ་བཅོས	ma bcos	nestrojený	nestrojen	prov	učitel: unfabricated | ungekünstelt
མ་འགག,་འགག་མེད	ma 'gag, 'gag med	bez překážek	bez překážek	prov	učitel: unimpeded | ungehindert; alt: dle glosáře ('gags med)
མ་ནམ་བཞི་སྐོར	ma nam bzhi skor	čtyři „Mé matky…”	matk	prov	učitel: four „My mothers…” | Die vier “Meine Mütter…”
མ་རིག་པ	ma rig pa	nevědomost	nevědomost	prov	učitel: avidyā, ignorance, non-awareness | Nicht-Gewahrsein; alt: neuvědomování, avidjá
མཨ་མ་ཀིཨི	maa ma kii	Mámakí	Mámak	prov	učitel: Māmakī | Māmakī
མཉཛི	manydzi	stolek	stol	prov	učitel: little table | Tischchen
མཆེད་པ	mched pa	vzrůst	vzrůst	prov	učitel: increase | Vermehren; alt: rozrůstání; druhá ze čtyř fází rozplynutí
མཆོད་པ	mchod pa	obětina	obětin	prov	učitel: offering, to offer | Opfergabe, opfern; alt: obětovat (jako sloveso)
མདངས	mdangs	lesk	lesk	prov	učitel: radiance | Glanz, Schimmer; alt: třpyt, jasnost
མདུན་བསྐྱེད	mdun bskyed	vytváření před sebou	vytvář	prov	učitel: front creation | Front-Entstehung; alt: čelní vizualizace
མེ་ལོང་ཡེ་ཤེས	me long ye shes	moudrost podobná zrcadlu	moudrost	prov	učitel: mirror-like wisdom | spiegelgleiche Weisheit
མེ་མཆོད	me mchod	ohňová oběť	obět	prov	učitel: fire offering | Feueropfer
མེད་པ	med pa	neexistence	neexistenc	prov	učitel: nonexistence, nothingness | Nichtheit; alt: nicota
མགལ་མེའི་འཁོར་ལོ	mgal me'i 'khor lo	ohnivé kolo	kol	prov	učitel: fire wheel | Feuerkreis
མགོན་པོ	mgon po	ochránce	ochránc	prov	učitel: protector; for Buddhas: refuge | Schützer — Für Buddhas: Beschützer; alt: u buddhů útočiště
མི་འགུལ་བ་གསུམ	mi 'gul ba gsum	tři nehybnosti	nehybnost	prov	učitel: three non-movements | drei Nicht-Bewegungen
མི་ཁ	mi kha	pomluva	pomluv	prov	učitel: slander, evil talk | üble Nachrede; alt: zlé řeči
མི་རྟག	mi rtag	nestálý	nestál	prov	učitel: impermanent | unbeständig
མི་རྟོག	mi rtog	nepojmový	nepojm	prov	učitel: non-conceptual, non-discursive | Nicht-Begrifflichkeit, Nicht-Konzeptualität — Nicht-Gedanken; alt: bez pojmů, nediskurzivní
མི་སླུབ་བ	mi slub ba	neomylný	neomyl	prov	učitel: infallible, unerring | untrügliche, unfehlbar
མི་ཡེང་བ	mi yeng ba	nerozptýlený	nerozptýlen	prov	učitel: undistracted | unabgelenkt
མཁྱེན་བརྩེ	mkhyen brtse	poznání a láska	poznán	prov	učitel: wisdom and compassion, knowledge and love | Wissen und Liebe; alt: moudrost a soucit
མཁྱེན་གཟིགས	mkhyen gzigs	vševědoucí a vševidoucí	vševědoucí	prov	učitel: omniscient and all-seeing | allwissend und -sehend — {gnas lugs ji lta ba mkhyen pa'i ye shes} + {shes bya ji snyed pa gzigs pa'i ye shes}
མངལ་མེ	mngal me	ohnivé kolo	kol	prov	učitel: fire wheel [visualization] | Feuerkreis — Visualisation in Yidam-Praxis
མངོན་དུ་གྱུར་པ	mngon du gyur pa	zjevit se	zjev	prov	učitel: to make evident, manifest | offensichtlich machen/werden lassen; alt: učinit zjevným, projevit
མངོན་རྟོགས	mngon rtogs	přímá realizace	realizac	prov	učitel: abhisamaya, direct realization | wirkliches Erkennen — kanonische Beschreibung einer Gottheit; alt: abhisamaja
མངོན་ཤེས	mngon shes	jasnozřivost	jasnozřivost	prov	učitel: abhijñā, clairvoyance | Hellsichtigkeit; alt: abhidžňá
མངོན་སྤྱོད	mngon spyod	zjevná aktivita	aktivit	prov	učitel: manifest activity | Deutliche Handlung
མཉམ་ཉིད་ཡེ་ཤེས	mnyam nyid ye shes	moudrost rovnosti	moudrost	prov	učitel: wisdom of equality | Weisheit der Gleichheit
མོ་རྩིས	mo rtsis	věštba a výpočet	věštb	prov	učitel: divination and calculation | Orakel und Berechnung; alt: orákulum a astrologický výpočet
མོས་གུས	mos gus	oddanost	oddanost	prov	učitel: devotion | Hingabe
མོས་པ་མཐའ་ཡས	mos pa mtha' yas	Adhimukta	Adhimukt	prov	učitel: Adhimukta, also Anantādhimukti | Adhimukta, auch Anantādhimukti — letzter Buddha dieses glücklichen Zeitalters; alt: též Anantádhimukti
མཐའ་རྟེན་བཞི	mtha' rten bzhi	čtyři podpory	podpor	prov	učitel: four supports | vier Stützen
མཐར	mthar	nakonec	nakonec	prov	učitel: finally | schließlich
མཐུན་རྫས	mthun rdzas	oblíbené substance	substanc	prov	učitel: preferred substances | bevorzugte Substanzen; alt: odpovídající substance
མཚམས	mtshams	ústraní	ústraní	prov	učitel: retreat | Zurückziehung; alt: uzavřená praxe
མཚམས་གཅོད་ཀྱི་ཁྲོ་བོ	mtshams gcod kyi khro bo	hněvivá božstva vymezující hranici	hněviv	prov	učitel: boundary-marking wrathful ones | die Grenze ziehende Zornvolle
མཚམས་ཁང	mtshams khang	poustevna	poustevn	prov	učitel: retreat hut | Zurückziehungshütte; alt: chýše v ústraní
མཚམས་རྡིལ	mtshams rdil	zástupce v ústraní	zástupc	open	učitel: retreat proxy | Zurückziehungs-Stellvertreter; alt: předmět zastupující praktikujícího v ústraní
མཚམས་སྦྱོར	mtshams sbyor	rámcový text zplnomocnění	rámcov	open	učitel: empowerment outline | Ermächtigungsrahmentext
མཚན་དཔེ	mtshan dpe	32 znaků a 80 znamení	znak	prov	učitel: 32 marks and 80 signs | 32 Merkmale und 80 Zeichen — eines Buddhas; alt: 32 hlavních znaků a 80 vedlejších znamení
མུ་སྟེགས་པ	mu stegs pa	tírthika	tírthik	prov	učitel: tīrthika, ford-maker | Tīrthika, Furtler; alt: tvůrce brodu
ནམ་མཁའ་སུམ་ཕྲུག	nam mkha' sum phrug	trojnásobný prostor nebe	prostor	prov	učitel: threefold space | dreifacher Himmelsraum — sum phrug bedeutet, dass die drei darunterliegend eine Einheit bilden, integriert sind!
ནང་སྒྲུབ	nang sgrub	vnitřní praxe	prax	prov	učitel: inner practice | innere Praxis — Kagyü Terminologie, innere Yidam-Praxis
ངག་མཚམས	ngag mtshams	ústraní řeči	ústraní	prov	učitel: speech retreat, vocal retreat | Redeklausur; alt: uzavření řeči
ངལ་གསོ	ngal gso	nalézt odpočinek	nal	prov	učitel: finding rest | Ruhe finden
ངང	ngang	stav	stav	prov	učitel: state, dimension | Zustand, Dimension; alt: dimenze
ངེས་འབྱུང	nges 'byung	odříkání	odříkán	prov	učitel: renunciation, turning toward reality | (entsagend) Ausrichten auf das Wahre; alt: obrácení se k pravému
ངེས་ཤེས	nges shes	jistota	jistot	prov	učitel: certainty | Gewissheit
ངོ་ཤེས	ngo shes	rozpoznat	rozpozn	prov	učitel: recognize | erkennen
ངོ་སྤྲོད	ngo sprod	uvedení	uveden	prov	učitel: introduction, pointing-out | Einführung [in das Antlitz] — wörtlich "die Essenz/das Antlizt übergeben"; alt: uvedení do tváře (esence)
ཉམས་snang་གོང་འཕེལ་བ	nyams [snang] gong 'phel ba	rozšiřování zkušenostních zjevů	rozšiř	prov	učitel: increasing of experience [visions] | das Ausweiten der Erfahrung [-serscheinungungen] — Thögäl
ཉམས་ཆག	nyams chag	porušení a prohřešky	porušen	prov	učitel: violations and breaches | violations and breaches — Verletzungen und Brüche | der Gelübte und Samayas
ཉམས་སྣང	nyams snang	zkušenostní zjev	zjev	prov	učitel: visionary experience | Erfahrungserscheinung — hat den Unterton von visionshaften Erfahrungen; alt: vizionářská zkušenost
ཉམས་སུ་ལེན	nyams su len	uvést do zkušenosti	uv	prov	učitel: to take into experience | in die Erfahrung bringen; alt: praktikovat
ཉེར་སྤྱོད	nyer spyod	obecné obětiny	obětin	prov	učitel: general offerings | allgemeine Opfergaben
ཉེར་ཐོབ	nyer thob	blízké dosažení	dosažen	prov	učitel: near-attainment | Nah-Erlangen
ཉེས་བྱེད	nyes byed	prohřešky	prohřeš	prov	učitel: faults, wrongdoing | Fehler — von Gelübden der individuellen Befreiung; alt: chyby
ཉོན་མོངས	nyon mongs	rušivá emoce	rušiv	prov	učitel: kleśa, afflictive emotion | Störgefühl, klesha; alt: kléša
ཉོན་ཡིད	nyon yid	rušivá mentální mysl	rušiv	open	učitel: kleśa-manas, afflicted mental consciousness | Störgefühlsmentalgeist; alt: kléšamanas
ཉོན་ཡིད་ཀྱི་རྣམ་པར་ཤེས་པ	nyon yid kyi rnam par shes pa	rušivé mentální vědomí	vědomí	open	učitel: afflicted mental consciousness | Störgefühlsmentalbewusstsein — nyon mongs pa'i yid kyi rnam par shes pa
འོད་གསལ	'od gsal	jasné světlo	světl	prov	učitel: clearlight | Klarlicht
འོད་གསལ་རྫོགས་ཆེན	'od gsal rdzogs chen	jasné světlo velké dokonalosti	světl	prov	učitel: clearlight - Great Perfection | Klarlicht - Große Vollkommenheit; alt: jasné světlo — dzogčhen
ཨོད་འཕྲོས	od 'phros	vyzařovat světlo	vyzař	prov	učitel: light goes out | Licht geht aus
ཨོག་ཕྱོགས	og phyogs	nadir	nadir	prov	učitel: nadir | Nadir; alt: dolní směr
ཕ་རོལ་ཏུ་ཕྱིན་པ	pha rol tu phyin pa	páramitá	páramit	prov	učitel: pāramitā, transcendent perfection | (hinüberführende) Vollendung, Pāramitā; alt: (převáděcí) dokonalost
ཕགས་མ	phags ma	Vznešená paní	paní	prov	učitel: Noble Lady | Edle Herrin
ཕམ	pham	úplná ztráta slibů	ztrát	prov	učitel: defeat, complete loss of vows | völliger Verlust — von Gelübden der individuellen Befreiung; alt: porážka
ཕན་ཡོན	phan yon	užitek	užit	prov	učitel: benefit | Nutzen; alt: přínos
ཕྲོ་བ	phro ba	vycházet	vych	prov	učitel: to go out | ausgehen; alt: vyzařovat
ཕྲོས་པ	phros pa	vycházet	vych	prov	učitel: to go out | ausgehen; alt: vyzařovat
འཕྲུལ་འཁོར	'phrul 'khor	klamné mechanismy	mechanism	prov	učitel: deluded mechanisms | (verwirrten) Mechanismen
ཕུག་གཏོར	phug gtor	torma praxe	torm	prov	učitel: practice torma | Praxis-Torma
ཕུན་སུམ་ཚོགས	phun sum tshogs	hojný	hojn	prov	učitel: perfect, abundant | überreichlich; alt: dokonalý, oplývající
ཕུང་པོ	phung po	skandha	skandh	prov	učitel: skandha, aggregates | 5 Skandha, Anhäufung; alt: pět skandh, nakupení
ཕུར་བ	phur ba	kilája	kiláj	prov	učitel: kila, phurba | Kila, Phurba; alt: phurba; dle glosáře je délka na druhé slabice (ki-LÁ-ja)
ཕྱག་འཚལ་བ	phyag 'tshal ba	klanět se	klan	prov	učitel: to bow down, prostrate | verneigen, niederwerfen; alt: poklonit se, klesnout k zemi
ཕྱལ་བ	phyal ba	otevřenost	otevřenost	prov	učitel: openness | Offenheit
ཕྱེད་ངག	phyed ngag	poloviční řeč	řeč	prov	učitel: half-speech | halbe Rede
རབ་འབྱམས	rab 'byams	nekonečný	nekonečn	prov	učitel: infinite, countless | unendlich, unzählbar; alt: nespočetný
རབ་ཏུ་བྱུང་བ	rab tu byung ba	odejít do bezdomoví	odej	open	učitel: pravrajyā, to renounce, renunciant | entsagen, Entsagender; alt: odříkající se, asketa
རང་བབ	rang bab	samovolně usazený	samovoln	open	učitel: self-released | selbstfallengelassen — es sollte ein einziges Wort sein, auch wenn es Kunstwort ist; alt: sám v sobě uvolněný
རང་བཞིན	rang bzhin	přirozenost	přirozenost	prov	učitel: nature | Natur
རང་བཞིན་བརྒྱད་ཅུའི་ཀུན་རྟོག	rang bzhin brgyad cu'i kun rtog	osmdesát přirozeně přítomných myšlenek	myšlen	prov	učitel: eighty inherent thought states | achtzig natürlich vorhandene Gedanken — 33 resulting from anger, 40 from desire and 7 from delusion.
རང་དབང	rang dbang	nezávislost	nezávislost	prov	učitel: independence, self-mastery | Macht der Selbstbestimmtheit; alt: vláda nad sebou
རང་རིག	rang rig	vědomý si sám sebe	vědom	prov	učitel: svasaṃvedana, self-aware | selbst gewahr; alt: svasamvédana
རྫས་གཅིག	rdzas gcig	jediná substance	substanc	prov	učitel: single substance | eine Substanz
རྫོགས་ཆེན	rdzogs chen	dzogčhen	dzogčhen	prov	učitel: Dzogchen, Great Perfection | Große Vollkommenheit; alt: velká dokonalost
རྫོགས་རིམ	rdzogs rim	fáze dovršení	dovrš	prov	učitel: dzogrim, completion stage | Vollendungsstufe; alt: dzogrim
རེ་མ་ཏི	re ma ti	Remati	Remati	prov	učitel: Remati | Remati
རྒོད	rgod	rozrušení	rozrušen	prov	učitel: agitation | Wildheit; alt: divokost, rozjaření
རྒྱ་གྲམ	rgya gram	dvojitá vadžra	vadžr	prov	učitel: double vajra | Doppel-Vajra
རྒྱ་རྒྱ་རྒྱ	rgya rgya rgya	Pečeť. Pečeť. Pečeť.	pečet	prov	učitel: Seal. Seal. Seal. | Siegel. Siegel. Siegel.
རྒྱང་འབོད	rgyang 'bod	Volání z dálky	volán	prov	učitel: Calling from Afar | Aus der Ferne rufen
རྒྱང་ཞགས་ཆུའི་སྒྲོན་མ	rgyang zhags chu'i sgron ma	vodní lampa dalekosáhlého lasa	lamp	prov	učitel: water lamp of the far-reaching lasso | Wasser-Lampe des weit reichende Lassos
རྒྱུ་ཏིང་ངེ་འཛིན་གསུམ	rgyu ting nge ’dzin gsum	tři samádhi jako příčina	samádhi	prov	učitel: the three samādhis as cause | die drei Samādhis als Ursache
རྒྱུད་ལུང་མན་ངག	rgyud lung man ngag	tantry, písma a přímé pokyny	tantr	prov	učitel: tantras, scriptures and pith instructions | Tantras, Schriften und direkte Anweisungen
རི་ཆོས	ri chos	horská dharma	dharm	prov	učitel: mountain dharma | Bergdharma
རི་རབ	ri rab	hora Méru	mér	prov	učitel: Mt. Meru | Weltenberg; Meru; alt: Světová hora
རིག་པ	rig pa	rigpa	rigp	prov	učitel: rigpa, awareness | Gewahrsein; alt: uvědomění | kontext: „rigpa“ jen tam, kde je rig pa samostatný technický termín; ve výčtech a triádách (སྣང་གྲགས་རིག་པ) jde o obyčejné vědomí — tam „vědomí“
རིག་པ་དབྱིངས་ཀྱི་སྒྲོན་མ	rig pa dbyings kyi sgron ma	lampa základního prostoru rigpy	lamp	prov	učitel: lamp of the basic space of awareness | Lampe des Gewahrseinsgrundraums
རིག་པ་འཛིན་པ	rig pa 'dzin pa	vidjadhára	vidjadhár	prov	učitel: awareness holder | Gewahrseinshalter; alt: dle glosáře
རིག་པ་ཚད་ཕེབས	rig pa tshad phebs	rigpa dosahující plné míry	rigp	prov	učitel: awareness reaching fullness | das Erreichen des vollen Maßes des Gewahrseins — Thögäl
རིག་པའི་རྩལ,་རིག་རྩལ	rig pa'i rtsal, rig rtsal	kreativní síla rigpy	síl	prov	učitel: creative power of awareness | Gewahrseinskreativität
རིགས་ཀྱི་བུ	rigs kyi bu	dítě z urozeného rodu	dít	prov	učitel: noble child | Kind aus edler Familie; alt: syn dobrého rodu
རྗེ་འབངས	rje 'bangs	král a poddaní	král	prov	učitel: sovereign and subjects | König und Untertanen
རྗེ་བཙུན	rje btsun	ctihodný mistr	mistr	prov	učitel: revered Master | verehrter Meister
རྗེ་བཙུན་མ	rje btsun ma	ctihodná mistryně	mistryn	prov	učitel: revered Lady | verehrte Meisterin
རྗེས་གནང	rjes gnang	požehnané svolení	svolen	prov	učitel: blessing permission | Segenserlaubnis; alt: anudžňá
རྗེས་གཞིག	rjes gzhig	následné zničení	zničen	prov	učitel: subsequent destruction | Nach-Zerstörung
རྗོད་པ	rjod pa	recitovat	recit	prov	učitel: to recite | rezitieren — [Mantras oder Liturgie laut] rezitieren
རླུང་རོ	rlung ro	zvětralý vzduch	vzduch	prov	učitel: stale wind | tote Winde; alt: mrtvé větry
རྨི་ངན	rmi ngan	zlý sen	zl	prov	učitel: bad dream | böser Traum
རྣམ་པ་ཀུན་གྱི་མཆོག་དང་ལྡན་པ	rnam pa kun gyi mchog dang ldan pa	(moudrost) nesoucí v sobě dokonalost všech aspektů	nesouc	prov	učitel: (the wisdom) possessing the excellence of all aspects | die Vortrefflichkeit aller Aspekte in sich tragend(e Weisheit)
རྣམ་པར་རྟོག་པ	rnam par rtog pa	pojmové myšlenky	myšlen	prov	učitel: vikalpa, concepts, discursive thoughts | Konzepte, Gedankenketten — rnam par rtog pa; alt: koncepty, řetězce myšlenek
རྣམ་པར་ཤེས་པ	rnam par shes pa	vědomí	vědomí	prov	učitel: consciousness | Bewusstsein
རྣམ་རྒྱལ་བུམ་པ	rnam rgyal bum pa	váza vítězství	váz	prov	učitel: victorious vase | Siegesvase
རྣམ་རོལ	rnam rol	hravý projev	projev	prov	učitel: playful manifestation | spielerische Manifestation
རྔམས	rngams	majestátní	majestátn	prov	učitel: majestic | majestätisch
